Ranking,Freq.,Characters,Syllable,Words(Explanation) / Remarks
3286,79,柿,ci2,「柿ci5」的異讀字
3286,79,柿,ci5,"柿子, 柿酒, 柿餅"
3287,79,楠,naam4,"楠梓, 楠木"
3288,79,毓,juk1,"孕毓(即孕育), 鍾靈毓秀(1)孕育、養育，通「育」 (2)姓氏 "
3288,79,毓,juk6,「毓juk1」的異讀字
3289,79,涕,tai3,"鼻涕, 涕泗, 涕泣"
3290,79,渭,wai6,"渭水(陝西河名), 涇渭分明"
3291,79,炯,gwing2,"炯然, 炯誡, 炯鑒, 炯心, 炯炯有神明亮"
3292,79,茵,jan1,"綠茵, 茵褥, 綠草如茵"
3293,79,襖,ou2,"棉襖, 夾襖"
3293,79,襖,ou3,「襖ou2」的異讀字
3293,79,襖,ngou2,「襖ou2」的異讀字
3293,79,襖,ngou3,「襖ou2」的異讀字
3294,79,逛,gwaang6,"逛街, 遊逛, 閒逛"
3294,79,逛,kwaang3,「逛gwaang6」的異讀字
3295,79,霄,siu1,"霄漢, 凌霄, 九霄雲外, 霄壤之別, 氣沖霄漢, 響徹雲霄"
3296,78,劾,hat6,"彈劾, 劾奏, 參劾, 舉劾"
3297,78,娛,jyu4,"娛樂, 娛賓, 娛悅, 自娛, 歡娛"
3298,78,洽,haap6,「洽hap6」的異讀字
3298,78,洽,ap1,「洽hap6」的異讀字
3298,78,洽,hap1,「洽hap6」的異讀字
3298,78,洽,hap6,"洽談, 洽聞, 洽比其鄰, 和洽, 面洽, 融洽"
3299,78,湝,gaai1,湝湝
3300,78,眶,kwaang1,"眼眶, 熱淚盈眶, 奪眶而出"
3300,78,眶,hong1,「眶kwaang1」的異讀字
3301,78,箍,ku1,"鐵箍, 箍頸"
3302,78,胥,seoi1,"胥吏, 胥靡, 里胥, 奸胥猾吏"
3303,78,鈷,gu1,「鈷gu2」的異讀字
3303,78,鈷,gu2,鈷鉧
3304,78,鉑,bok6,一種金屬元素，符號Pt，通稱白金
3305,77,嚙,ngaat6,「嚙ngit6」的異讀字
3305,77,嚙,jit6,「嚙ngit6」的異讀字
3305,77,嚙,ngit6,同「齧」字
3306,77,妝,zong1,"妝扮, 化妝, 梳妝"
3307,77,慚,caam4,"慚愧, 慚怍, 慚德, 大言不慚"
3308,77,拈,nim1,"拈弄, 拈香, 拈花惹草, 拈花微笑, 信手拈來"
3308,77,拈,nim4,「拈nim1」的異讀字
3308,77,拈,nin2,同「撚」字
3309,77,棠,tong4,"海棠, 秋海棠, 棠棣競秀, 德懋棠蔭"
3310,77,氬,aa3,一種氣體元素
3310,77,氬,ngaa3,「氬aa3」的異讀字
3311,77,硒,sai1,一種金屬元素，符號Se
3312,77,蓀,syun1,蘭蓀(香草，喻具美德的賢士)一種香草
3313,77,蘸,zaam3,以物沾水、粉末或糊狀的東西
3314,77,袱,fuk6,"袱駝, 包袱, 鏡袱"
3315,77,鋇,bui3,一種金屬元素
3316,76,乖,gwaai1,"乖乖, 乖巧, 乖張, 乖違, 乖舛, 乖戾, 乖僻"
3317,76,嘯,cik1,通「叱」字
3317,76,嘯,siu3,"呼嘯, 嘯傲"
3318,76,奎,kwai1,「奎fui1」的異讀字
3318,76,奎,fui1,奎章二十八星宿之一
3319,76,娟,gyun1,"娟娟, 娟秀, 嬋娟, 娟麗, 娟好"
3320,76,巰,kau4,一種有機化合物，符號 SH
3321,76,帖,tip3,"字帖, 請帖, 碑帖, 喜帖"
3322,76,彤,tung4,"彤雲, 彤管, 紅彤彤"
3323,76,戳,coek3,"戳破, 郵戳, 指指戳戳"
3323,76,戳,zoek3,「戳ceok3」的異讀字
3323,76,戳,cok3,「戳coek3」的異讀字
3324,76,滍,zi3,「滍zi6」的異讀字
3324,76,滍,zi6,滍陽(河南省地名)
3325,76,禺,jyu4,番禺
3325,76,禺,jyu6,獸名，猴屬
3326,76,籮,lo4,"籮筐, 竹籮"
3327,76,紊,man5,「紊man6」的異讀字
3327,76,紊,man6,"紊亂, 有條不紊"
3327,76,紊,leon6,「紊man6」的異讀字，粵誤讀
3328,76,羿,ngai6,后羿射日
3329,76,芋,wu6,"芋頭, 竹芋"
3329,76,芋,jyu1,覆蓋
3330,76,裘,kau4,"狐裘, 集腋成裘皮衣"
3331,76,諱,wai3,「諱wai5」的異讀字
3331,76,諱,wai5,"諱言, 諱莫如深, 諱疾忌醫"
3332,76,謗,bong3,「謗pong3」的異讀字
3332,76,謗,pong3,"誹謗, 毀謗"
3333,75,尹,wan5,"府尹, 令尹, 道尹, 詹尹(1)治理 (2)古時區域長官的名稱 (3)姓氏一 "
3334,75,渺,miu5,"渺小, 渺茫"
3335,75,澈,cit3,清澈
3336,75,箏,zaang1,"風箏, 古箏"
3336,75,箏,zang1,「箏zaang1」的異讀字
3337,75,篤,duk1,"篤信, 篤實, 篤志, 篤學, 篤厚, 篤行"
3338,75,簿,bou6,"簿記, 簿本, 拍紙簿"
3339,75,鯽,zak1,「鯽zik1」的異讀字
3339,75,鯽,zik1,鯽魚
3340,75,鯨,king4,鯨魚
3341,74,吆,jiu1,吆喝
3342,74,哺,bou1,「哺bou6」的異讀字
3342,74,哺,bou6,"哺育, 哺虎, 哺養, 哺乳動物"
3343,74,啃,han2,「啃hang2」的異讀字
3343,74,啃,hang2,啃骨頭
3343,74,啃,hang3,北方話
3343,74,啃,kang2,「啃hang2」的異讀字
3344,74,埠,fau6,"本埠, 外埠, 開埠, 埠頭, 商埠"
3344,74,埠,bou6,「埠fau6」的異讀字
3345,74,栗,leot6,"栗子, 栗色"
3346,74,汾,fan4,"汾河(山西河道名), 汾酒"
3347,74,猾,waat6,"狡猾, 老奸巨猾"
3348,74,碩,sek6,"碩士, 碩大"
3349,74,託,tok3,"託付, 託夢, 託管, 託辭, 託大, 託孤, 託福, 交託, 寄託"
3350,74,鮒,fu6,鯽魚
3351,73,岑,sam4,"岑寂, 岑崟, 岑樓(高樓，語出《孟子》)(1)高 (2)山高而小 (3)姓氏一 "
3352,73,峙,ci5,"對峙, 鼎峙, 聳峙, 淵渟岳峙"
3352,73,峙,si6,峙縣(山西省縣名)
3352,73,峙,zi6,「峙ci5」的異讀字
3353,73,庤,zi6,儲備
3354,73,廖,liu6,姓氏
3355,73,徘,pui4,徘徊
3356,73,榆,jyu4,榆樹
3357,73,氡,dung1,一種放射性氣體元素，符號Rn
3358,73,湍,teon1,"湍急, 湍流"
3358,73,湍,cyun2,「湍teon1」的異讀字
3358,73,湍,tyun1,「湍teon1」的異讀字
3358,73,湍,zyun2,「湍teon1」的異讀字
3359,73,潺,saan4,"潺潺, 潺湲"
3360,73,琢,doek3,"琢磨, 琢句, 彫琢, 精雕細琢"
3361,73,砧,zam1,"砧板, 鐵砧, 砧骨, 砧木"
3362,73,莎,saa1,"莎雞(蟲名), 莎樂美, 莎士比亞"
3362,73,莎,so1,莎草
3363,73,踱,dok6,踱步
3364,73,錮,gu3,"錮塞, 禁錮"
3365,73,閻,jim4,閻王姓氏
3366,73,阜,fau6,"阜康, 阜螽, 民豐物阜"
3367,73,隧,seoi6,隧道
3367,73,隧,zeoi6,同「墜」字
3368,73,魷,jau4,魷魚
3369,72,嘶,sai1,"嘶啞, 馬嘶, 聲嘶力竭"
3369,72,嘶,si1,「嘶sai1」的異讀字
3370,72,妮,nei4,妮子
3371,72,捂,ng6,「捂wu2」的異讀字
3371,72,捂,wu2,捂蓋
3372,72,毆,au2,"毆打, 毆傷, 互毆"
3372,72,毆,ngau2,「毆au2」的異讀字
3373,72,汆,mei6,「汆cyun1」的異讀字，粵語用字，意謂「潛水」
3373,72,汆,cyun1,"汆湯, 汆丸子, 汆黃瓜片"
3374,72,筘,kau3,織布機上一種機件
3375,72,苔,toi1,舌苔
3375,72,苔,toi4,"苔衣, 苔岑, 苔箋, 苔錢, 苔蘚, 青苔"
3376,71,刪,saan1,"刪除, 刪減, 刪改, 刪繁就簡"
3377,71,喓,jiu1,喓喓
3378,71,圭,gwai1,"圭臬(本解「日圭，轉指「典範」), 圭璋(玉中之貴者，人品中之高潔者), 圭表, 圭蓽, 白圭之玷, 三復白圭(慎言)(1)諸侯朝會時手持的玉製禮器 (2)說文解字：圭，瑞玉也，上圜下方 (3)古代測日影的器具 (4)牆上的小門 "
3379,71,捄,gau3,同「救」字
3379,71,捄,kau4,長而彎曲的樣子
3379,71,捄,geoi1,以手揪聚
3380,71,殆,doi6,「殆toi5」的異讀字
3380,71,殆,toi5,"殆盡, 危殆"
3381,71,熨,wan6,熨斗
3381,71,熨,wat1,熨帖
3381,71,熨,tong3,「熨wan6」的異讀字
3382,71,眺,tiu3,"眺望, 臨眺, 極目遠眺"
3383,71,睪,zaak6,同「澤」字，指一種香草，如澤蘭
3383,71,睪,jik6,官吏購引線捕人，《說文》：伺視也，令吏將目補罪人也
3383,71,睪,gou1,同「睾」字
3384,70,侈,ci2,"侈談, 奢侈"
3385,70,侶,leoi5,"伴侶, 情侶, 僧侶"
3386,70,垛,do2,"標垛, 垛積, 堆垛"
3386,70,垛,do6,「垛do2」的異讀字
3387,70,恍,fong2,"恍惚, 恍然大悟, 恍然, 恍如隔世, 精神恍惚, 朦朧恍惚"
3388,70,湛,daam1,湛沔
3388,70,湛,zaam3,"湛清, 湛深, 湛碧, 湛藍, 精湛"
3388,70,湛,cam4,湛漸
3389,70,甄,jan1,"甄陶, 甄別, 甄選, 甄拔, 甄品, 甄錄, 甄陶天下, 甄陶國風(1)製陶、化育 (2)察別、選拔 "
3389,70,甄,zan1,「甄jan1」的異讀字
3390,70,稜,ling4,同「棱」字
3390,70,稜,ling6,量詞，唐宋時估計田畝的單位
3391,70,羲,hei1,伏羲姓氏
3392,70,翊,jik6,"翊衛, 翊贊, 翊戴, 輔翊, 匡翊(1)飛翔 (2)輔助 "
3393,70,芹,kan4,"芹菜, 芹藻, 水芹, 曹雪芹(清代名小說家，《紅樓夢》的作者), 野人獻芹"
3394,70,鉬,muk6,一種金屬元素
3395,69,匿,nik1,"匿怨, 匿名信, 藏匿, 匿居, 銷聲匿跡"
3395,69,匿,nik6,「匿nik1」的異讀字
3396,69,恃,ci5,"恃才傲物, 有恃無恐, 恃強凌弱"
3396,69,恃,si5,「恃ci5」的異讀字
3397,69,戩,zin2,"戩穀, 戩滅"
3398,69,殃,joeng1,遭殃
3399,69,毋,mou4,"毋庸, 毋寧, 寧缺毋濫"
3400,69,灤,lyun4,"灤河(河名), 灤縣(縣名，位於唐山市東北，灤河西岸)"
3401,69,狐,wu4,"狐疑, 狐狸, 狐臭, 狐惑, 狐假虎威, 野狐禪"
3402,69,竣,ceon1,「竣zeon3」的異讀字
3402,69,竣,zeon3,"竣工, 告竣, 完竣"
3403,69,舜,seon3,"堯舜, 禹行舜趨"
3404,69,荀,seon1,姓氏
3405,69,訣,kyut3,"訣竅, 要訣, 訣別"
3406,69,諄,deon1,「諄zeon1」的異讀字
3406,69,諄,zeon1,"諄託, 諄復, 諄囑, 諄諄告誡, 諄諄教導"
3407,69,餞,zin3,"餞行, 蜜餞"
3407,69,餞,zin6,「餞zin3」的異讀字
3408,69,鬱,wat1,"鬱悶, 鬱積, 鬱抑, 鬱結"
3409,68,剁,do2,"殺剁, 千刀萬剁, 斬斬剁剁"
3409,68,剁,do3,「剁do2」的異讀字
3409,68,剁,doek3,「剁do2」的異讀字
3410,68,叩,kau3,"叩門, 叩頭, 三跪九叩, 叩首, 登門叩謝, 略叩生平"
3411,68,婉,wun2,「婉jyun2」的異讀字
3411,68,婉,jyun2,"婉拒, 婉謝, 婉轉, 婉約, 婉惜, 婉言相勸"
3412,68,憩,hei3,"憩息, 休憩"
3413,68,朦,mung4,"朦朧, 朣朦"
3414,68,樟,zoeng1,"樟樹, 樟腦, 樟木"
3415,68,氚,cyun1,氫的同位素之一，符號T
3416,68,淬,ceoi3,"淬火, 淬火磨礪"
3416,68,淬,seoi6,「淬ceoi3」的異讀字
3417,68,窟,fat1,窟窿
3417,68,窟,gwat6,「窟fat1」的異讀字
3418,68,詹,zim1,詹事
3419,67,亨,paang1,同「烹」字
3419,67,亨,hang1,"亨通, 亨途, 豐亨豫大姓氏"
3419,67,亨,hoeng2,同「享」字
3420,67,咚,dung1,象聲詞
3421,67,嗽,sau3,咳嗽
3421,67,嗽,sok3,"嗽吮, 嗽飲"
3422,67,圜,waan4,轉圜
3422,67,圜,jyun4,"圜丘, 破觚為圜, 方枘圜鑿, 圜扉"
3423,67,壑,kok3,"溝壑, 丘壑, 千山萬壑, 放情丘壑(1)谷､溝 (2)坑洞 "
3424,67,崽,zai2,「崽zoi2」的異讀字
3424,67,崽,zoi2,(1)幼小的動物 (2)詈詞
3425,67,滄,cong1,"滄桑, 滄海, 滄浪, 滄海桑田"
3426,67,澡,cou3,「澡zou2」的異讀字
3426,67,澡,zou2,"洗澡, 澡堂, 澡盆, 洗澡"
3427,67,痢,lei6,"痢疾, 白痢, 赤痢"
3428,67,癱,taan1,"癱子, 癱瘓, 癱軟, 風癱, 面癱, 偏癱"
3428,67,癱,taan2,「癱taan1」的異讀字，口語讀音
3429,67,碟,dip6,"碟片, 碟子"
3430,67,葵,kwai4,"葵花, 葵扇"
3431,67,覓,mik6,"覓得, 覓食, 覓保, 覓句"
3432,67,逶,wai1,逶迆
3433,67,靴,hoe1,"靴子, 馬靴, 雨靴"
3434,67,頹,teoi4,"頹廢, 頹喪, 頹然, 頹壞, 頹靡, 頹唐, 斷壁頹垣"
3435,67,飴,ji4,飴糖
3436,67,駭,haai5,"駭突, 駭異, 駭人聽聞, 駭然失色, 驚駭, 驚淘駭浪"
3436,67,駭,haai6,「駭haai5」的異讀字
3436,67,駭,hoi4,「駭haai5」的異讀字
3436,67,駭,hoi5,「駭haai5」的異讀字
3437,66,嘰,gei1,嘰嘰喳喳
3438,66,嚨,lung4,喉嚨
3439,66,廿,jaa6,「二十」的合讀
3439,66,廿,jap6,「廿jaa6」的異讀字
3439,66,廿,je6,「廿jaa6」的異讀字
3439,66,廿,nim6,「廿jaa6」的異讀字
3440,66,朧,lung4,"朦朧, 朧光"
3441,66,沁,sam3,沁人心脾
3442,66,焯,coek3,"焯熟, 焯著, 焯焯"
3442,66,焯,zoek3,「焯coek3」的異讀字
3443,66,翩,pin1,"翩翩起舞, 翩躚, 浮想聯翩"
3444,66,腮,soi1,"腮紅, 腮腺炎, 腮幫子"
3445,66,膿,nung4,"膿包, 化膿, 信口捏膿, 膿腫, 膿血"
3446,66,薇,mei4,薔薇(植物名稱)
3447,66,蝸,gwaa1,「蝸wo1」的異讀字
3447,66,蝸,waa1,「蝸wo1」的異讀字
3447,66,蝸,wo1,"蝸牛, 蝸居"
3448,66,褘,fai1,古王后祭服
3448,66,褘,wai4,婦人用以蔽膝物
3449,66,觜,zeoi2,同「嘴」字
3449,66,觜,zi1,二十八宿之一
3450,66,誹,fei2,誹謗
3451,66,邱,jau1,姓氏
3452,66,馱,do6,馱子
3452,66,馱,to4,牲口負物，引申為背負
3452,66,馱,to6,「馱do6」的異讀字
3453,66,驛,jik6,"驛站, 郵驛, 駱驛不絕, 驛道, 驛使, 驛馬, 鄭驛留賓"
3454,65,埂,gang2,田埂
3455,65,奄,jim1,奄奄一息
3455,65,奄,jim2,"奄有, 奄忽"
3456,65,彙,wai6,"彙集, 彙編, 詞彙, 語彙(1)聚集 (2)聚眾而成的集合 "
3456,65,彙,wui6,「彙wai6」的異讀字
3457,65,怡,ji4,"怡人, 怡然, 怡情, 怡顏, 神怡"
3458,65,椰,je4,"椰子, 椰油"
3459,65,浚,seon3,「浚zeon3」的異讀字
3459,65,浚,zeon3,同「濬」字
3460,65,焙,bui6,焙乾
3461,65,猩,sing1,"猩紅, 黑猩猩"
3462,65,痒,joeng4,病
3462,65,痒,joeng5,同「癢」字
3463,65,礬,faan4,"礬土, 明礬"
3463,65,礬,faan6,「礬faan4」的異讀字
3464,65,絢,seon1,「絢hyun3」的異讀字
3464,65,絢,hyun3,"絢目, 絢燦, 絢麗, 絢爛"
3465,65,耑,dyun1,同「端」字
3465,65,耑,zyun1,同「專」字
3466,65,膳,sin6,"膳食, 膳宿, 晚膳, 用膳"
3467,65,褥,juk6,被褥
3468,65,褶,zaap3,「褶zaap6」的異讀字
3468,65,褶,zaap6,騎服
3468,65,褶,dip6,(1)夾衣 (2)上衣
3468,65,褶,zip3,百褶裙
3469,65,諫,gaan3,勸諫
3470,65,鍔,ngok6,刀劍的刃
3471,65,鏽,sau3,"鐵鏽, 不鏽鋼"
3472,65,颱,toi4,颱風
3473,64,匝,zaap3,"周匝, 匝月, 漫天匝地, 曲匝, 交匝(1)環繞 (2)環繞圈數 (3)滿、整 "
3474,64,呃,ak1,"呃喔, 呃逆(1)象聲詞，雞叫聲 (2)氣逆上衝 "
3474,64,呃,ngak1,「呃ak1」的異讀字
3475,64,嵐,laam4,"山嵐, 煙嵐, 曉嵐"
3476,64,廁,cak1,廁足
3476,64,廁,zak1,「廁cak1」的異讀字
3476,64,廁,ci3,"廁身, 廁所, 公廁, 雜廁"
3477,64,彬,ban1,"彬彬有禮, 文質彬彬"
3478,64,恣,ci1,「恣zi1」的異讀字
3478,64,恣,ci3,「恣zi3」的異讀字
3478,64,恣,zi1,暴戾恣雎
3478,64,恣,zi3,"恣縱, 放恣, 恣意妄為, 恣心, 恣行, 恣情, 恣肆, 恣飲"
3479,64,戮,luk6,"戮力, 殺戮"
3480,64,撼,ham6,撼動
3481,64,椿,ceon1,椿樹姓氏
3482,64,樊,faan4,樊籬
3482,64,樊,faan6,「樊faan4」的異讀字
3483,64,沂,ji4,沂河(水名)
3484,64,淳,seon4,"淳樸, 淳厚"
3485,64,狽,bui3,"狼狽, 狼狽不堪, 狼狽為奸"
3486,64,竅,hiu3,"竅門, 開竅, 訣竅, 一竅不通(1)孔穴 (2)要點 "
3486,64,竅,kiu3,「竅hiu3」的異讀字
3487,64,綽,coek3,"綽號, 綽綽有餘, 綽約"
3488,64,褙,bui3,裱褙
3489,64,蹦,baang6,「蹦bang1」的異讀字
3489,64,蹦,bang1,"蹦蹦跳跳, 歡蹦亂跳"
3490,64,髯,jim4,兩腮的鬍子，也泛指鬍子
3490,64,髯,jim6,「髯jim4」的異讀字
3491,63,卉,wai2,花卉
3491,63,卉,wai5,「卉wai2」的異讀字
3492,63,幀,zing3,"裝幀, 橫幀"
3493,63,瑛,jing1,美玉
3494,63,綺,ji2,"綺麗, 綺羅, 綺雲"
3495,63,菩,pou4,"菩薩, 菩提, 菩薩心腸, 菩提樹"
3496,63,萱,hyun1,"萱草, 萱堂, 椿萱(喻父母), 椿萱並茂(喻父母均健在)植物名，喻母親"
3497,63,闓,hoi1,「闓hoi2」的異讀字
3497,63,闓,hoi2,"闓闡, 闓懌"
3498,62,呻,san1,呻吟
3499,62,堰,jin2,"都江堰, 塘堰, 埭堰擋水的低壩"
3500,62,妓,gei6,"妓女, 妓院, 妓館"
3501,62,娣,dai6,"娣姒, 娣姪"
3501,62,娣,tai5,「娣dai6」的異讀字
3501,62,娣,tai6,「娣dai6」的異讀字
3502,62,嬉,hei1,"嬉戲, 嬉笑, 嬉遊, 嬉皮笑臉, 嬉笑怒罵"
3502,62,嬉,hei2,人名用字
3503,62,徭,jiu4,"徭役, 輕徭薄稅"
3504,62,掂,dim1,"掂提, 掂量, 掂詳, 掂對, 掂斤估兩"
3504,62,掂,dim6,「掂dim1」的異讀字，口語讀音
3505,62,揩,haai1,揩油
3506,62,擒,kam4,"擒拿, 就擒, 生擒, 欲擒故縱"
3507,62,攘,joeng4,"攘除, 攘奪, 熙來攘往, 攘善, 攘臂, 安內攘外, 尊王攘夷"
3507,62,攘,joeng5,擾攘
3507,62,攘,joeng6,(1)同「讓」字 (2)「攘joeng5」的異讀字
3508,62,檻,haam5,"檻羊, 檻阱, 檻車"
3508,62,檻,laam6,門檻
3509,62,莢,gaap3,"豆莢, 蓂莢, 莢果"
3510,62,蚓,jan5,"蚓廉, 蚯蚓"
3511,62,蚯,jau1,蚯蚓
3512,62,趾,zi2,"趾甲, 腳趾, 趾高氣揚, 交趾(古地名), 趾骨, 圓顱方趾"
3513,62,酐,gon1,"酸酐, 鹼酐, 亞硫酐"
3513,62,酐,hong5,苦酒
3514,62,銻,tai1,一種金屬元素，符號Sb
3515,62,頲,ting2,「頲ting5」的異讀字
3515,62,頲,ting5,正直
3516,62,飢,gei1,"飢餓, 飢荒, 飢民, 飢渴, 飢寒交迫, 飢腸轆轆, 飢不擇食"
3517,62,龔,gung1,姓氏
3518,61,兢,ging1,"兢兢業業, 戰戰兢兢"
3519,61,嘔,au1,同「謳」字
3519,61,嘔,au2,"嘔吐, 作嘔, 嘔心瀝血, 嘔氣, 乾嘔"
3519,61,嘔,ngau1,「嘔au1」的異讀字
3519,61,嘔,ngau2,「嘔au2」的異讀字
3519,61,嘔,heoi1,"嘔咐(愛養), 嘔喻(和悅的樣子)"
3520,61,夭,jiu1,"夭桃穠李, 桃之夭夭"
3520,61,夭,jiu2,"夭折, 夭遏, 夭厲, 壽夭, 民不夭札"
3520,61,夭,ou2,禽獸及草木之稚者
3521,61,摟,lau1,"摟財, 摟錢, 摟搜"
3521,61,摟,lau4,牽引
3521,61,摟,lau5,摟抱
3522,61,斟,zam1,"斟酒, 斟酌, 斟滿(1)注入 (2)審度情理 "
3523,61,曙,cyu5,"曙光, 曙色"
3523,61,曙,syu5,「曙cyu5」的異讀字
3523,61,曙,syu6,「曙cyu5」的異讀字
3524,61,札,zaat3,"札記, 信札"
3525,61,枷,gaa1,枷鎖
3526,61,殯,ban3,"殯儀, 殮殯, 出殯"
3527,61,祀,zi6,"祀神, 祀祖, 祭祀, 祀奉"
3528,61,穜,tung4,(1)先種後熟 (2)木棉
3528,61,穜,zung2,同「種」字
3528,61,穜,zung3,同「種」字
3529,61,粕,paak3,「粕pok3」的異讀字
3529,61,粕,pok3,"糟粕, 魚粕"
3530,61,苞,baau1,"花苞, 苞苴(包裹、餽贈、喻賄賂), 苞苴流行(喻賄賂公行), 苞桑(桑樹的根，喻根深蒂固)(1)包著花蒂的小葉片 (2)把東西包起來，通「包」 (3)蓆草 "
3531,61,菠,bo1,"菠菜, 菠蘿"
3532,61,蝴,wu4,蝴蝶
3533,61,螞,maa1,螞螂
3533,61,螞,maa5,螞蟻
3533,61,螞,maa6,螞蚱
3534,61,蠕,jyu4,「蠕jyun5」的異讀字
3534,61,蠕,jyun5,"蠕動, 蠕蟲"
3535,61,褪,tan3,"褪色, 褪去, 褪下"
3535,61,褪,teoi3,「褪tan3」的異讀字
3536,61,詒,ji4,詒訓
3536,61,詒,doi6,「詒toi5」的異讀字
3536,61,詒,toi5,欺騙
3537,61,踽,geoi2,踽踽獨行
3538,61,鍊,lin6,"鍊子, 鍊條"
3539,61,鎢,wu1,"鎢絲, 鎢錥"
3540,61,閹,jim1,"閹割, 閹雞, 閹人, 閹黨"
3541,61,饅,maan4,饅頭
3541,61,饅,maan6,「饅maan4」的異讀字
3542,61,髡,kwan1,"髡髮, 髡鉗(1)剃髮之刑 (2)修剪樹木的枝葉 "
3543,61,魴,fong4,魚名
3544,60,冉,jim5,冉冉(逐漸/柔弱下垂的樣子)
3545,60,冥,ming4,"冥想苦思, 幽冥, 冥頑不靈, 冥王星, 冥合, 冥府地獄"
3545,60,冥,ming5,「冥ming4」的異讀字
3546,60,妾,cip3,"妾身, 妾侍, 妻妾"
3547,60,尬,gaai3,尷尬
3548,60,尷,gaam1,尷尬
3549,60,惺,sing1,"惺忪, 惺惺作態"
3549,60,惺,sing2,「惺sing1」的異讀字
3550,60,捎,saau1,捎帶
3550,60,捎,siu1,除去
3551,60,攙,caam1,"攙扶, 攙雜, 攙話接舌, 打攙, 攙奪"
3552,60,櫥,ceoi4,「櫥cyu4」的異讀字
3552,60,櫥,cyu1,「櫥cyu4」的異讀字
3552,60,櫥,cyu4,"櫥窗, 衣櫥, 書櫥"
3553,60,泗,sei3,「泗si3」的異讀字
3553,60,泗,si3,"鼻泗, 涕泗, 涕泗交流, 悲泗淋漓鼻涕"
3554,60,疵,ci1,"疵病, 疵物, 疵毀, 疵點, 瑕疵, 吹毛求疵"
3554,60,疵,ci4,「疵ci1」的異讀字
3555,60,祈,kei4,"祈求, 祈禱, 祈福, 祈望"
3556,60,葦,wai5,蘆葦
3557,60,謚,si3,"謚號, 追謚, 私謚人死後封號"
3557,60,謚,si6,「謚si3」的異讀字
3558,59,佣,jung2,"佣金, 回佣"
3558,59,佣,jung4,同「傭」字
3558,59,佣,jung6,「佣jung2」的異讀字
3559,59,倔,gwat6,倔強
3560,59,孚,fu1,(1)信實 (2)使人信服
3561,59,幌,fong2,"幌子, 酒幌"
3562,59,恕,syu3,"寬恕, 饒恕, 恕罪"
3563,59,撬,giu6,"撬起, 撬開, 撬槓"
3563,59,撬,hiu3,(1)舉起 (2)「撬giu6」的異讀字
3564,59,榕,jung4,榕樹
3565,59,洼,waa1,同「窪」字
3565,59,洼,gwai1,姓氏
3566,59,浬,lei5,海里的舊稱
3567,59,浥,jap1,"浥注, 浥浥"
3568,59,礫,lik1,"砂礫, 瓦礫"
3568,59,礫,lik6,「礫lik1」的異讀字
3569,59,穢,wai3,"污穢, 穢土, 穢行"
3570,59,窿,lung1,「窿lung4」的異讀字
3570,59,窿,lung4,"窿工, 窟窿, 廢窿, 穹窿結構"
3571,59,襠,dong1,"褲襠, 開襠褲, 裲襠(古代婦女穿著的背心)"
3572,58,凜,lam5,"凜冽, 凜然, 凜凜"
3573,58,厥,kyut3,"厥後(其後), 昏厥, 允執厥中, 大放厥辭(1)暈倒 (2)同「其」字 (3)助語詞 "
3574,58,吩,fan1,吩咐
3575,58,壕,hou4,"壕溝, 戰壕, 壕塹"
3576,58,拷,haau1,「拷haau2」的異讀字
3576,58,拷,haau2,"拷打, 拷問"
3577,58,璇,syun4,"璇璣, 天璇"
3578,58,祠,ci4,"祠堂, 宗祠, 先賢祠"
3579,58,祚,zou6,"祚命, 帝祚, 踐祚, 國祚(1)福氣 (2)帝位 (3)年歲 (4)福佑 "
3580,58,荸,but6,荸薺
3581,58,詛,zo2,「詛zo3」的異讀字
3581,58,詛,zo3,"詛咒, 詛罵"
3582,58,賂,lou6,賄賂
3583,57,佼,gaau2,佼佼(美好出眾)
3584,57,叨,dou1,叨嘮
3584,57,叨,tou1,"叨光, 叨擾, 叨叨不絕, 叨教, 叨竊非據"
3585,57,懾,sip3,"懾服, 懾風屏跡, 威懾, 聲懾四海"
3585,57,懾,zip3,「懾sip3」的異讀字
3586,57,揣,ceoi2,"揣度, 揣測, 揣摩"
3586,57,揣,cyun2,「揣ceoi2」的異讀字
3587,57,暇,haa4,「暇haa6」的異讀字
3587,57,暇,haa6,"暇日, 暇逸, 不暇, 休暇, 閒暇, 無暇, 餘暇, 目不暇給, 應接不暇"
3588,57,湃,baai3,「湃paai3」的異讀字
3588,57,湃,paai3,"澎湃, 心情澎湃, 淘湧澎湃, 浪濤澎湃象聲詞，形容波濤相衝擊的聲勢"
3589,57,牟,mau4,"牟利, 牟取"
3589,57,牟,muk6,牟平(縣名)
3590,57,磋,co1,"磋商, 磋跎, 磋談"
3591,57,粟,suk1,"粟米, 滄海一粟"
3592,57,糜,mai4,「糜mei4」的異讀字
3592,57,糜,mei4,"糜爛, 肉糜, 糜糜之音, 糜費, 侈糜, 灰軀糜骨"
3593,57,羈,gei1,"羈絆, 羈留, 羈旅"
3594,57,肱,gwang1,"肱骨, 股肱, 曲肱而枕"
3595,57,踶,dai6,踏
3595,57,踶,tai4,同「蹄」字
3595,57,踶,ci4,踶躕
3595,57,踶,zi6,踶跂
3596,57,迤,ji4,「迤ji5」的異讀字
3596,57,迤,ji5,同「迆」字
3597,57,鵑,gyun1,"杜鵑, 啼鵑, 杜鵑啼血"
